Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Huber,Elias,HBW,CB,4,2,0,2,0,1.0,0,1,0,0,0,0,0,0,20/21,A
Schmitz,Tobias,BHC,LW,2,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Zacharias,Lion,RNL,LW,3,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Ziemer,Martin,HCE,GK,38,1,1,1,0,0.5,15,4,2,0,0,1,0,0,20/21,A
Quenstedt,Dario,THW,GK,37,1,0,1,0,1.0,4,0,0,1,0,0,0,0,20/21,A
Heinl,Jacob,SGF,P,11,1,0,1,0,1.0,0,1,1,3,1,4,0,0,20/21,A
Lex,Stefan,HCE,RB,7,1,5,1,0,0.16670000000000001,0,1,0,1,0,0,0,0,20/21,A
Fontaine,Daniel,BHC,LB,12,1,5,1,0,0.16670000000000001,3,2,2,0,0,1,0,0,20/21,A
Buhrmester,Bjorn,NOL,GK,38,1,1,1,0,0.5,2,0,0,0,0,0,0,0,20/21,A
Genz,Fredrik,BER,GK,38,1,0,1,0,1.0,1,0,0,0,0,0,0,0,20/21,A
Zecher,Finn,TBV,GK,19,1,1,1,0,0.5,0,0,0,0,0,0,0,0,20/21,A
Lesjak,Urban,HAN,GK,37,1,3,1,0,0.25,3,1,2,0,0,0,0,0,20/21,A
Geis,Linus,TBV,LB,31,1,4,1,0,0.2,1,0,1,1,0,1,0,0,20/21,A
Ruminsky,Mario,HBW,GK,38,1,0,1,0,1.0,3,0,0,0,0,0,0,0,20/21,A
Damm,Benedikt,LUD,P,5,1,1,1,0,0.5,0,1,0,0,0,0,0,0,20/21,A
Heinis,Robin,BER,RB,5,1,0,0,1,1.0,0,0,0,0,0,0,0,0,20/21,A
Spath,David,RNL,GK,26,1,0,1,0,1.0,3,1,0,0,0,0,0,0,20/21,A
Reitemann,Michel,TBV,P,2,1,0,1,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Fischer,Justus,HAN,P,14,1,0,1,0,1.0,0,0,1,0,0,3,1,0,20/21,A
Heitkamp,Niclas,LEI,LB,7,1,0,1,0,1.0,0,0,0,0,0,0,0,0,20/21,A
Holzhacker,Paul,GWD,RW,6,1,0,0,1,1.0,0,0,0,0,0,0,0,0,20/21,A
Fuchs,Julian,MTM,RW,5,1,1,0,1,0.5,0,0,0,0,0,0,0,0,20/21,A
Gansau,Elias,LEI,LB,13,1,4,1,0,0.2,0,1,0,0,0,0,0,0,20/21,A
Heinevetter,Silvio,MTM,GK,38,0,0,0,0,0.0,10,0,2,0,1,1,0,0,20/21,A
Bult,Mark,SGF,RB,2,0,0,0,0,0.0,0,0,0,0,3,0,0,0,20/21,A
Muller,Philipp,LEI,LB,8,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,A
Bitter,Johannes,TVB,GK,24,0,0,0,0,0.0,9,4,0,0,0,0,0,0,20/21,A
Fritz,Henning,SGF,GK,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lichtlein,Carsten,GWD,GK,38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Katsigiannis,Nikolas,RNL,GK,30,0,0,0,0,0.0,4,2,0,0,0,0,0,0,20/21,A
Putera,Milos,LEI,GK,7,0,0,0,0,0.0,0,0,0,0,1,0,0,0,20/21,A
Andersson,Mattias,THW,GK,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Bozic,Vladimir,HBW,GK,21,0,0,0,0,0.0,0,0,0,0,1,0,0,0,20/21,A
Ritschel,Matthias,HCE,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kulhanek,Jan,COB,GK,37,0,0,0,0,0.0,5,2,0,0,0,0,0,0,20/21,A
Bliss,Sebastian,TUE,GK,38,0,0,0,0,0.0,11,6,0,0,0,0,0,0,20/21,A
Rebmann,Daniel,FAG,GK,38,0,0,0,0,0.0,9,0,0,0,0,0,0,0,20/21,A
Appelgren,Mikael,RNL,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Landin,Niklas,THW,GK,31,0,0,0,0,0.0,2,0,0,0,0,0,0,0,20/21,A
Prost,Primoz,TVB,GK,38,0,0,0,0,0.0,11,1,0,0,0,0,0,0,20/21,A
Green,Jannick,SCM,GK,35,0,0,0,0,0.0,4,2,0,0,0,0,0,0,20/21,A
Skof,Gorazd,LUD,GK,38,0,0,0,0,0.0,6,2,1,0,0,0,0,0,20/21,A
Hofmann,Jannik,LUD,LW,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Honicke,Jonas,LEI,CB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Simic,Nebojsa,MTM,GK,38,0,0,0,0,0.0,13,4,0,0,0,0,0,0,20/21,A
Thulin,Tobias,SCM,GK,38,0,0,0,0,0.0,3,0,0,0,0,0,0,0,20/21,A
Birlehm,Joel,LEI,GK,38,0,0,0,0,0.0,13,2,0,0,0,0,0,0,20/21,A
Apfel,Fabian,COB,GK,11,0,0,0,0,0.0,1,0,0,0,0,0,0,0,20/21,A
Van den Beucken,Mark,TBV,GK,21,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Buric,Benjamin,SGF,GK,28,0,0,0,0,0.0,6,0,0,0,0,0,0,0,20/21,A
Bilyk,Nikola,THW,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Wolf,Christopher,TUE,LB,8,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,A
Fuchs,Arne,TUE,GK,13,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lehmann,Nick,TVB,GK,8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lemke,Jari,TBV,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Boieck,Janis,HCE,GK,16,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Abutovic,Ilija,RNL,LB,27,0,0,0,0,0.0,3,0,4,2,3,7,1,0,20/21,A
Ferlin,Klemen,HCE,GK,22,0,0,0,0,0.0,11,5,1,0,0,0,0,0,20/21,A
Ivanisevic,Tibor,WET,GK,38,0,0,0,0,0.0,6,1,0,0,0,0,0,0,20/21,A
Tomovski,Martin,LUD,GK,37,0,0,0,0,0.0,3,3,0,0,0,0,0,0,20/21,A
Trost,Sebastian,RNL,CB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Sittrup Bergerud,Torbjorn,SGF,GK,38,0,0,0,0,0.0,9,0,0,0,0,0,0,0,20/21,A
Saeveraas,Kristian,LEI,GK,34,0,0,0,0,0.0,2,0,0,0,0,1,0,0,20/21,A
Simonsen,Christian Ole,LEI,GK,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Rica-Kovac,Sebastian,TVB,GK,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Bitzer,Jan,HBW,CB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hoblaj,Leon,LUD,GK,15,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Weber,Ian,WET,CB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Erifopoulos,Christos,FAG,CB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Brand,Tim,GWD,CB,10,0,0,0,0,0.0,0,1,0,0,0,0,0,0,20/21,A
Szeles,Akos,LEI,RB,7,0,0,0,0,0.0,1,0,0,0,0,0,0,0,20/21,A
Foege,Luis Plymford,TVB,RB,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Dreyer,Paul,COB,GK,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Neumann,Nicolas,LEI,LW,9,0,0,0,0,0.0,0,0,0,0,0,2,0,0,20/21,A
Wernlein,Felix,HAN,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Grabenstein,Leon,GWD,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Klama,Joonas,BHC,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hummel,Finn,TVB,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Molz,Jonas,GWD,LB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Jensen,Mike,HBW,GK,38,0,0,0,0,0.0,5,4,0,1,0,0,0,0,20/21,A
Suljakovic,Anadin,WET,GK,12,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lichtlein,Nils,BER,CB,5,0,0,0,0,0.0,0,3,0,0,0,0,0,0,20/21,A
Ludwig,Lasse,BER,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Patzwaldt,Janik,SCM,GK,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Leppich,Jonas,BHC,P,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Muhlenstadt,Timon,TBV,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Orlov,Maxim,BER,CB,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kuntscher,David,MTM,RB,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kirschberger,Leon,SGF,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Nowak,Marcel,BER,RW,5,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,A
Schmidt,Jesper,THW,LW,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Wager,Philipp Maximilian,THW,LB,8,0,0,0,0,0.0,1,0,0,0,0,1,0,0,20/21,A
Saggau,Philip Hartwig,THW,GK,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Blaauw,Niko,TBV,CB,9,0,0,0,0,0.0,0,1,0,0,0,0,0,0,20/21,A
Sajenev,Mika Laurin,LEI,P,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hejny,Maximilian,FAG,RB,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Gorpishin,Sergey,LUD,P,3,0,0,0,0,0.0,0,0,0,2,0,0,0,0,20/21,A
Demerza,Alexej,GWD,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Oetjen,Thore,TBV,P,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Kassing,Jakob,COB,LB,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Scheiner,Joshua,TVB,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Ayar,Koray,HAN,P,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hollstein,Maximilian,TBV,LW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Herz,Christian,TBV,LB,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Buchele,Julian,FAG,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Reidegeld,Jona,TUE,RW,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Behrendt,Niclas,SCM,GK,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Backhaus,Theodor Felix,SGF,GK,7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hopfmann,Luca,LEI,RB,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Grupe,Mats,RNL,GK,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Hansen,Hark,TBV,RB,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,A
Lindberg,Hans,BER,RW,34,242,46,118,124,0.8403,9,9,13,0,0,4,0,0,21/22,A
Magnusson,Omar Ingi,SCM,RB,33,237,102,124,113,0.6990999999999999,124,55,12,2,3,10,0,0,21/22,A
Elisson,Bjarki Mar,TBV,LW,34,234,85,155,79,0.7334999999999999,2,18,12,2,2,1,1,0,21/22,A
Mortensen,Casper,HSV,LW,34,206,82,113,93,0.7153,9,18,13,0,0,5,0,0,21/22,A
Ekberg,Niclas,THW,RW,34,189,56,90,99,0.7714,11,6,14,1,0,3,0,0,21/22,A
Schiller,Marcel,FAG,LW,32,186,73,95,91,0.7181000000000001,16,12,11,0,0,4,0,0,21/22,A
Lipovina,Vladan,HBW,RB,34,177,168,115,62,0.513,67,48,1,3,2,11,0,0,21/22,A
Jeppsson,Simon,HCE,LB,33,176,126,154,22,0.5828,137,61,4,4,4,5,0,0,21/22,A
Skroblien,Tom,NLB,LW,33,172,79,121,51,0.6853,12,16,11,0,1,6,0,0,21/22,A
Hansen,Johan,HAN,RW,33,162,88,107,55,0.648,7,8,9,0,1,2,0,0,21/22,A
Urban,Tomas,GWD,RW,34,160,87,103,57,0.6478,16,24,8,1,2,13,0,0,21/22,A
Schmid,Andy,RNL,CB,34,159,127,107,52,0.5559000000000001,73,38,5,0,0,3,0,0,21/22,A
Wanne,Hampus,SGF,LW,27,158,46,85,73,0.7745000000000001,7,9,7,0,0,3,0,0,21/22,A
Kuhn,Julius,MTM,LB,34,157,141,156,1,0.5268,51,44,15,8,7,9,2,0,21/22,A
Rubin,Lenny,WET,LB,33,154,140,154,0,0.5238,43,33,17,7,8,13,0,0,21/22,A
Darmoul,Mohamed Amine,GWD,CB,33,150,78,135,15,0.6579,47,57,7,3,0,3,0,0,21/22,A
Martinovic,Ivan,HAN,RB,30,143,102,139,4,0.5837,69,27,6,0,1,5,0,0,21/22,A
Hafner,Kai,MTM,RB,32,139,113,139,0,0.5516,105,42,3,1,4,7,0,0,21/22,A
Steinert,Christoph,HCE,RB,27,137,84,67,70,0.6199,29,29,3,2,4,13,1,0,21/22,A
Weller,Niklas,HSV,P,32,137,47,117,20,0.7445999999999999,8,33,3,5,3,17,0,0,21/22,A
Holm,Jacob,BER,CB,33,134,83,134,0,0.6175,74,28,3,1,1,3,0,0,21/22,A
Lonn,Adam,TVB,LB,31,131,108,128,3,0.5481,61,33,6,5,1,16,0,0,21/22,A
Carlsbogard,Jonathan,TBV,LB,33,128,121,128,0,0.5141,121,46,8,16,3,9,0,0,21/22,A
Ivic,Sime,LEI,RB,34,127,96,99,28,0.5695,80,47,11,4,5,22,1,0,21/22,A
Andersson,Lasse Bredekjaer,BER,LB,34,127,122,127,0,0.51,73,37,15,11,5,12,0,0,21/22,A
Binder,Lukas,LEI,LW,34,125,49,125,0,0.7184,27,14,6,3,5,6,0,0,21/22,A
Zieker,Patrick,TVB,LW,33,123,45,78,45,0.7321,16,13,7,1,2,15,0,0,21/22,A
Kristjansson,Viggo,TVB,RB,24,123,61,79,44,0.6685,72,49,2,0,1,2,0,0,21/22,A
Arnesson,Linus,BHC,CB,29,122,105,71,51,0.5374,78,36,15,1,3,1,1,0,21/22,A
Gulliksen,Kevin Maageroe,FAG,RW,30,122,53,105,17,0.6970999999999999,9,12,6,0,0,3,0,0,21/22,A
Golla,Johannes,SGF,P,34,121,33,121,0,0.7857,12,26,10,27,10,13,0,0,21/22,A
Sagosen,Sander,THW,CB,29,121,85,108,13,0.5874,102,26,5,1,3,12,0,0,21/22,A
Kohlbacher,Jannik,RNL,P,32,120,43,120,0,0.7362000000000001,6,21,2,6,5,13,0,0,21/22,A
Reinkind,Harald,THW,RB,34,116,85,115,1,0.5771000000000001,59,25,3,2,0,3,0,0,21/22,A
Gottfridsson,Jim,SGF,CB,32,115,57,112,3,0.6686,149,58,5,6,3,11,0,0,21/22,A
Marsenic,Mijajlo,BER,P,33,113,31,113,0,0.7847,3,24,11,32,10,27,1,0,21/22,A
Mertens,Lukas,SCM,LW,34,111,43,111,0,0.7208,22,2,14,0,1,1,0,0,21/22,A
Duvnjak,Domagoj,THW,CB,34,110,85,110,0,0.5640999999999999,77,13,11,6,5,15,0,0,21/22,A
Cavor,Stefan,WET,RB,31,110,94,110,0,0.5392,91,44,10,8,7,5,0,0,21/22,A
Suton,Tim,TBV,CB,30,107,92,107,0,0.5377000000000001,36,24,6,1,2,11,1,0,21/22,A
Mensah Larsen,Mads,SGF,CB,34,106,92,106,0,0.5354,123,34,5,5,3,3,0,0,21/22,A
Kirkelokke,Niclas,RNL,RB,34,106,97,106,0,0.5222,100,33,7,2,4,13,0,0,21/22,A
Groetzki,Patrick,RNL,RW,32,105,39,103,2,0.7292000000000001,20,6,9,1,1,2,0,0,21/22,A
Wiencek,Patrick,THW,P,34,103,32,103,0,0.763,11,17,11,20,6,11,0,0,21/22,A
Svan,Lasse,SGF,RW,33,102,42,102,0,0.7082999999999999,3,8,5,1,3,9,1,0,21/22,A
Lindenchrone Andersen,Jon,FAG,RB,34,102,77,102,0,0.5698,77,50,10,4,12,18,0,0,21/22,A
Wiesmach,Patrick,LEI,RW,33,99,42,84,15,0.7021,5,6,10,0,0,4,0,0,21/22,A
Holst,Maximilian,WET,LW,34,97,20,9,88,0.8291,3,3,0,0,0,1,0,0,21/22,A
Heymann,Sebastian,FAG,LB,25,97,54,97,0,0.6424,56,35,8,21,7,8,0,0,21/22,A
Kozina,Kresimir,FAG,P,34,97,30,97,0,0.7637999999999999,20,42,3,8,4,23,0,0,21/22,A
Hanusz,Egon,TVB,CB,32,96,29,96,0,0.768,68,51,15,0,0,1,0,0,21/22,A
Krzikalla,Lucas,LEI,RW,34,95,36,56,39,0.7252,4,5,4,0,1,1,0,0,21/22,A
Witzke,Luca,LEI,CB,30,95,73,95,0,0.5655,95,37,3,2,0,3,0,0,21/22,A
Mavers,Veit,HAN,CB,32,95,81,83,12,0.5398,56,38,5,3,1,0,0,0,21/22,A
Nyfjall,Adam,WET,P,34,95,30,95,0,0.76,9,24,9,9,14,17,2,0,21/22,A
Kuzmanovski,Filip,HAN,LB,34,94,47,94,0,0.6667000000000001,47,42,10,1,6,12,1,0,21/22,A
Zerbe,Lukas,TBV,RW,34,93,33,85,8,0.7381,10,3,11,1,2,7,0,0,21/22,A
Pfattheicher,Sascha,TVB,RW,32,92,33,92,0,0.736,3,9,7,0,0,3,1,0,21/22,A
Schoch,Jona,HBW,LB,32,91,89,91,0,0.5056,71,34,3,14,3,19,2,0,21/22,A
Nothdurft,Tim,HBW,LW,29,91,38,91,0,0.7054,6,4,8,0,1,3,0,0,21/22,A
Schmidt,David,BHC,RB,29,90,100,90,0,0.47369999999999995,38,36,4,3,5,9,0,0,21/22,A
Gunnarsson,Arnor Thor,BHC,RW,33,90,34,78,12,0.7258,7,11,5,0,0,2,0,0,21/22,A
Forsell Schefvert,Olle,WET,LB,32,89,63,89,0,0.5855,75,29,5,13,5,13,0,0,21/22,A
Saugstrup,Magnus,SCM,P,34,89,22,89,0,0.8018000000000001,8,12,10,14,3,7,0,0,21/22,A
Mellegard,Emil,WET,LW,34,88,34,88,0,0.7212999999999999,7,7,7,0,3,3,0,0,21/22,A
Forstbauer,Jan,HSV,RB,33,87,89,87,0,0.4943,66,49,2,2,1,6,0,0,21/22,A
Knorr,Juri,RNL,CB,34,87,82,75,12,0.5147999999999999,58,39,14,1,1,6,0,0,21/22,A
Jakobsen,Emil,SGF,LW,31,86,30,56,30,0.7414000000000001,1,6,1,0,0,3,0,0,21/22,A
Sellin,Johannes,HCE,RW,31,85,34,84,1,0.7143,8,12,2,0,0,8,0,0,21/22,A
Pieczkowski,Niclas,GWD,CB,31,85,75,85,0,0.5313,61,47,4,3,5,13,0,0,21/22,A
Strosack,Peter,NLB,RW,34,85,38,84,1,0.6911,22,27,4,2,3,3,0,0,21/22,A
Reichmann,Tobias,MTM,RW,24,84,26,28,56,0.7636,1,3,0,0,1,4,0,0,21/22,A
Kristjansson,Gisli Thorgeir,SCM,CB,34,84,52,84,0,0.6175999999999999,62,34,0,0,0,0,0,0,21/22,A
Kastening,Timo,MTM,RW,24,83,46,60,23,0.6434000000000001,7,10,5,1,0,3,0,0,21/22,A
Damgaard,Michael,SCM,LB,32,83,63,83,0,0.5685,16,10,0,0,0,1,1,0,21/22,A
Zintel,Bjorn,HBW,CB,34,82,67,82,0,0.5503,64,42,1,2,0,4,0,0,21/22,A
Bissel,Christopher,HCE,LW,33,82,32,82,0,0.72,10,7,24,0,2,14,0,0,21/22,A
Metzner,Antonio,HCE,RB,29,81,84,81,0,0.49,28,30,9,1,1,7,0,0,21/22,A
Petreikis,Benas,NLB,CB,34,81,68,80,1,0.5436,69,59,1,1,1,4,0,0,21/22,A
Strosack,Moritz,HBW,RW,26,81,21,81,0,0.7940999999999999,5,9,5,0,0,6,0,0,21/22,A
Wiede,Fabian,BER,RB,28,80,68,80,0,0.5405,93,35,9,4,1,7,1,0,21/22,A
Muller,Jerome,TVB,RB,24,80,75,80,0,0.5161,48,27,10,1,4,8,1,0,21/22,A
Peshevski,Zarko,TVB,P,34,80,38,80,0,0.6779999999999999,3,26,0,0,0,1,0,0,21/22,A
Tissier,Leif,HSV,CB,27,78,44,78,0,0.6393,71,35,5,1,1,5,0,0,21/22,A
Korte,Mats,GWD,LW,32,77,29,77,0,0.7264,5,5,8,1,1,4,0,0,21/22,A
Landin,Magnus,THW,LW,34,77,31,65,12,0.713,9,10,4,2,5,13,1,0,21/22,A
Budel,Nico,HCE,CB,33,76,54,75,1,0.5846,52,28,11,3,5,15,0,0,21/22,A
Weber,Philipp,SCM,CB,34,75,54,74,1,0.5814,28,17,0,1,0,3,0,0,21/22,A
Boomhouwer,Jeffrey,BHC,LW,34,75,33,73,2,0.6944,6,10,1,1,3,3,0,0,21/22,A
Hornke,Tim,SCM,RW,30,74,31,66,8,0.7048000000000001,6,5,6,0,0,4,0,0,21/22,A
Gebala,Maciej,LEI,P,31,74,34,74,0,0.6851999999999999,4,26,13,24,4,14,0,0,21/22,A
Jonsson,Elvar Orn,MTM,CB,25,74,41,74,0,0.6435,44,31,7,9,3,7,0,0,21/22,A
Firnhaber,Sebastian,HCE,P,29,73,26,73,0,0.7373999999999999,13,18,9,18,6,14,1,0,21/22,A
Vujovic,Milos,BER,LW,34,73,30,68,5,0.7087,3,7,8,0,0,2,0,0,21/22,A
Bauer,Philipp,HSV,CB,30,71,62,71,0,0.5338,31,25,0,0,0,3,0,0,21/22,A
Einarsson,Teitur Orn,SGF,RB,25,71,50,71,0,0.5868,46,25,3,0,1,2,0,0,21/22,A
Kunkel,Yves,MTM,LW,31,70,35,55,15,0.6667000000000001,7,14,3,0,1,2,0,0,21/22,A
Kneule,Tim,FAG,CB,31,69,55,69,0,0.56,62,23,4,7,5,9,0,0,21/22,A
Weinhold,Steffen,THW,RB,32,69,34,69,0,0.67,44,16,8,0,7,18,0,0,21/22,A
Zechel,Tim,HCE,P,34,69,14,68,1,0.8312999999999999,20,13,7,4,1,14,0,0,21/22,A
Stutzke,Lukas,BHC,LB,29,69,65,69,0,0.5149,26,21,4,2,2,7,0,0,21/22,A
Jukic,Nikola,GWD,RB,29,69,89,69,0,0.43670000000000003,48,25,6,4,1,7,0,0,21/22,A
Cederholm,Andreas,TBV,RB,22,68,54,68,0,0.5574,24,21,1,0,0,2,0,0,21/22,A
Buchner,Vincent,HAN,LW,34,68,33,68,0,0.6733,4,12,20,0,1,7,1,0,21/22,A
Mamic,Marko,LEI,LB,33,66,72,66,0,0.4783,74,39,22,32,7,16,0,0,21/22,A
Weck,Alexander,BHC,LB,33,66,93,66,0,0.41509999999999997,40,22,2,3,1,1,0,0,21/22,A
Helander,Benjamin,RNL,LW,23,66,29,58,8,0.6947,5,7,3,0,2,4,0,0,21/22,A
Schluroff,Miro,GWD,LB,30,66,52,66,0,0.5593,19,18,1,0,0,8,0,0,21/22,A
Novak,Domen,WET,RW,34,65,33,64,1,0.6633,1,8,3,0,0,2,0,0,21/22,A
Weiss,Dominik,TVB,LB,33,64,70,64,0,0.48,38,20,11,34,6,20,2,0,21/22,A
Heinzelmann,Tobias,HBW,P,31,64,23,64,0,0.7356,8,9,5,5,5,14,1,0,21/22,A
Heiny,Lutz,NLB,LB,23,63,74,63,0,0.45990000000000003,46,27,0,2,4,10,1,0,21/22,A
Gensheimer,Uwe,RNL,LW,12,62,23,38,24,0.7293999999999999,3,4,4,0,1,1,0,0,21/22,A
Darj,Max,BHC,P,27,61,23,61,0,0.7262000000000001,7,16,1,10,6,19,1,0,21/22,A
Gullerud,Magnus,SCM,P,34,61,15,61,0,0.8026000000000001,13,10,5,14,7,10,0,0,21/22,A
Schagen,Bobby,TBV,RW,31,60,29,59,1,0.6742,29,17,7,2,1,1,0,0,21/22,A
Brozovic,Ilija,HAN,P,34,60,29,60,0,0.6742,6,17,3,20,4,33,1,0,21/22,A
Nikolaisen,Tom Kare,BHC,P,32,59,19,59,0,0.7564,9,15,1,9,10,17,2,0,21/22,A
Pekeler,Hendrik,THW,P,27,58,22,58,0,0.725,12,8,9,16,5,4,0,0,21/22,A
Weissgerber,Lars,WET,RW,33,58,27,57,1,0.6823999999999999,6,7,3,1,1,4,0,0,21/22,A
Babak,Tomas,BHC,CB,27,58,47,58,0,0.5524,60,29,5,0,0,0,0,0,21/22,A
Guardiola,Gedeon,TBV,P,30,57,40,57,0,0.5876,13,16,19,26,4,8,0,0,21/22,A
Nilsson,Lukas,RNL,LB,23,57,45,57,0,0.5588000000000001,41,14,4,0,2,3,0,0,21/22,A
Smits,Kay,SCM,RB,34,57,25,48,9,0.6951,18,5,0,0,0,2,0,0,21/22,A
Matthes,Tim,BER,LW,33,57,23,57,0,0.7125,3,10,12,1,0,4,0,0,21/22,A
Fredriksen,Magnus,WET,CB,33,57,40,57,0,0.5876,82,45,2,1,1,1,0,0,21/22,A
Mrakovcic,Luka,NLB,CB,33,57,52,57,0,0.5229,52,55,8,0,2,12,4,0,21/22,A
Cehte,Nejc,HAN,RB,32,57,64,57,0,0.4711,53,26,5,4,4,10,0,0,21/22,A
Gomes,Andre,MTM,LB,20,57,54,57,0,0.5135000000000001,10,18,2,0,0,5,0,0,21/22,A
Zarabec,Miha,THW,CB,34,55,36,52,3,0.6043999999999999,40,23,2,0,0,1,0,0,21/22,A
Pavlovic,Domagoj,MTM,CB,22,55,19,55,0,0.7432,22,16,5,3,2,4,0,0,21/22,A
Pettersson,Daniel,SCM,RW,34,54,21,54,0,0.72,10,6,2,1,1,1,0,0,21/22,A
Staar,Max,GWD,RW,28,54,38,54,0,0.5870000000000001,15,4,18,2,4,13,1,0,21/22,A
Simak,Frederik,TBV,LB,32,54,36,52,2,0.6,24,15,7,9,5,18,0,0,21/22,A
Drux,Paul,BER,LB,29,53,30,53,0,0.6386,51,17,1,3,1,7,0,0,21/22,A
Bagersted,Jacob,FAG,P,33,53,14,53,0,0.7909999999999999,13,15,6,18,4,21,0,0,21/22,A
Spohn,Valentin,NLB,LB,21,53,54,53,0,0.5,23,19,3,3,4,2,0,0,21/22,A
Baumgartner,Florian,NLB,RB,19,52,86,52,0,0.3768,26,25,0,1,1,3,0,0,21/22,A
Valiullin,Azat,HSV,LB,27,52,50,52,0,0.5097999999999999,24,22,5,10,5,15,0,0,21/22,A
Lagergren,Albin,RNL,RB,29,52,27,50,2,0.6581999999999999,48,30,5,6,0,7,0,0,21/22,A
Bohm,Fabian,HAN,LB,26,51,66,51,0,0.4359,21,20,2,2,5,10,1,0,21/22,A
Bilyk,Nikola,THW,LB,34,50,36,50,0,0.5814,28,15,4,0,0,6,0,0,21/22,A
Jotic,Lovro,LEI,CB,27,50,53,50,0,0.4854,67,31,1,1,1,5,0,0,21/22,A
